kategori_obat,obat,Description,Dosis ,Efek Samping,Cara_Penyimpanan
"Obat Batuk, Pilek, dan Flu",Mucos,"Mucos adalah obat untuk mengencerkan dahak pada kondisi bronkits, hingga asma. Obat tersedia dalam bentuk tablet, sirup dan drops.","Mucos sering diresepkan pada penderita gangguan organ paru-paru, seperti bronkitis kronis (paru-paru basah), asma, dan bronkiektasis. Kemampuan obat ini dalam memecah ikatan lendir yang kental membuatnya bermanfaat pada pasien yang mengalami batuk berdahak sulit dikeluarkan.","Penting untuk diingat bahwa Mucos adalah obat keras, sehingga hanya boleh digunakan dengan resep dokter.","Mucos diproduksi oleh PT Meprofarm tersedia dalam beberapa bentuk, seperti tablet, sirup, dan drops. Tablet biasanya diberikan untuk orang dewasa, sirup dapat digunakan oleh anak-anak, sedangkan drops dirancang khusus untuk bayi."
"Obat Batuk, Pilek, dan Flu",Mucopect,Mucopect adalah obat yang digunakan untuk mengatasi batuk berdahak. Informasi apa saja yang harus diketahui tentang obat ini?,Artikel Lainnya: Kenali Perbedaan Batuk TBC dan Batuk Biasa,Mucopect merupakan golongan obat keras. Obat ini memerlukan resep dokter untuk pembelian serta penggunaannya.,Obat Mucopect digunakan untuk mengatasi batuk berdahak.
"Obat Batuk, Pilek, dan Flu",Mucera,Mucera adalah obat yang digunakan untuk membantu mengecerkan batuk berdahak dan berlendir pada saluran pernafasan.,Efek samping penggunaan Mucera yang mungkin terjadi adalah:,Interaksi Obat,"Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
"Obat Batuk, Pilek, dan Flu",Molexflu,Molexflu digunakan untuk mengatasi keluhan flu dan batuk. Apa kandungan dan manfaat obat Molexflu? Simak informasi lengkapnya di sini.,"Gejalanya meliputi bersin-bersin, tenggorokan gatal, batuk, demam, sakit kepala, serta hidung berair.","Molexflu adalah obat yang memiliki kandungan zat aktif paracetamol, phenylpropanolamine HCl, dan chlorpheniramine maleate.","Apabila Anda sudah telanjur menderita gejala-gejala tersebut, segera atasi dengan obat yang sesuai. Salah satunya Molexflu."
"Obat Batuk, Pilek, dan Flu",Molexdryl,"Molexdryl digunakan untuk meredakan batuk, bersin-bersin, meredakan rasa gatal pada rongga hidung.",Efek samping penggunaan Molexdryl yang mungkin terjadi adalah:,"Interaksi Obat
Hindari penggunaan Molexdryl bersamaan dengan alkohol dan obat-obatan lain yang menyebabkan depresi sistem saraf pusat atau obat penenang karena dapat menambah efek kantuk obat ini.","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
"Obat Batuk, Pilek, dan Flu",Molapect,Molapect merupakan obat yang digunakan untuk mengencerkan dahak.,Efek samping penggunaan Molapect yang mungkin terjadi adalah:,"Interaksi Obat
Dapat meningkatkan konsentrasi antibiotik (misalnya cefuroxime, doksisiklin, eritromisin, amoksisilin) di jaringan paru-paru.","Kontraindikasi
Tidak boleh di berikan pada pasien yang memiliki riwayat hipersensitif terhadap komponen obat yang terkandung dalam Molapect."
"Obat Batuk, Pilek, dan Flu",Mixagrip,"Mixagrip untuk mengobati gejala flu dan batuk, seperti bersin-bersin, hidung tersumbat, demam, dan sakit kepala? Ketahui informasi selengkapnya di sini!",Ingin tahu lebih lanjut mengenai obat bebas terbatas ini? Langsung kita bahas!,Obat Mixagrip digunakan untuk meredakan demam dan nyeri serta meringkan gejala flu atau hidung tersumbat yang disertai dengan batuk.,Artikel lainnya: Flu Tak Kunjung Sembuh? Ini 7 Faktor Penyebabnya
"Obat Batuk, Pilek, dan Flu",Miravon,Miravon adalah obat yang digunakan untuk mengencerkan dahak di saluran pernapasan. Apa kandungan Miravon dan bagaimana aturan minumnya? Cek di sini.,"Kamu ingin tahu penjelasan obat ini lebih lanjut? Yuk, cek di sini.",Artikel lainnya: Lebih Baik Menelan Dahak atau Membuangnya?,Manfaat Miravon adalah mengencerkan dahak pada saluran pernapasan.
"Obat Batuk, Pilek, dan Flu",Mirapect,Mirapect digunakan untuk mengencerkan dahak dan melegakan saluran pernapasan.,Efek samping penggunaan Mirapect yang mungkin terjadi adalah:,Interaksi Obat,"Kontraindikasi
Tidak boleh diberikan pada pasien yang hipersensitif terhadap Ambroxol."
"Obat Batuk, Pilek, dan Flu",Miradryl,Miradryl digunakan untuk meredakan batuk dan gejala lain yang timbul akibat alergi.,Efek samping penggunaan Miradryl yang mungkin terjadi adalah:,Interaksi Obat,"Kontraindikasi
Hindari penggunaan obat ini pada pasien:"
"Obat Batuk, Pilek, dan Flu",Millsen,Millsen  digunakan untuk meredakan gejala flu yang di sertai dengan batuk.,"Cara Penyimpanan
Simpan pada suhu antara 20-25 ° C.","Kontraindikasi
Tidak boleh diberikan pada pasien yang hipersensitif.",Efek samping penggunaan Millsen yang mungkin terjadi adalah:
"Obat Batuk, Pilek, dan Flu",Mextril,"Mextril di gunakan untuk mengobati batuk dan gejala flu, seperti: pilek, bersin, hidung tersumbat.","Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi
Tidak boleh di berikan pada pasien yang hipersensitif terhadap salah satu komponen yang terkandung dalam produk.",Efek samping yang di timbulkan adalah:
"Obat Batuk, Pilek, dan Flu",Metaflu,Metaflu digunakan untuk meredakan gejala flu.,"Kontraindikasi:
Hindari pemberian pada pasien dengan kondisi penderita hipertensi dan penderita gangguan hati berat.","Kategori kehamilan:
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengategorikan Metaflu ke dalam Kategori C: Studi pada hewan telah menunjukkan efek buruk pada janin (teratogenik atau embriosidal atau lainnya) dan tidak ada studi terkontrol pada wanita atau studi pada wanita dan hewan tidak tersedia. Obat diberikan hanya jika manfaat yang yang diperoleh lebih besar dari potensi risiko pada janin.","Interaksi obat:
Tidak boleh diberikan bersamaan dengan penekan sistem saraf pusat, dan obat antidepresan."
"Obat Batuk, Pilek, dan Flu",Mertisal,"Mertisal adalah obat yang digunakan untuk mengobati pilek, dan hidung tersumbat.","Cara Penyimpanan
Simpan pada suhu antara 20-25 derajat Celcius.",Overdosis,Efek samping penggunaan Mertisal yang mungkin terjadi adalah:
"Obat Batuk, Pilek, dan Flu",Mercotin,Mercotin merupakan jenis obat antitusif yang berfungsi untuk meredakan batuk.,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:",Efek samping penggunaan Mercotin yang mungkin terjadi adalah:
"Obat Batuk, Pilek, dan Flu",Memucil,Memucil digunakan untuk digunakan untuk mengencerkan dahak.,"Efek samping yang mungkin terjadi selama penggunaan Memucil, antara lain:","Kategori Kehamilan
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengategorikan Memucil ke dalam Kategori B:
Studi pada reproduksi hewan tidak menunjukkan risiko janin, tetapi tidak ada studi terkontrol pada wanita hamil atau studi reproduksi hewan telah menunjukkan efek buruk (selain penurunan kesuburan) yang tidak dikonfirmasi dalam studi terkontrol pada wanita hamil trimester pertama (dan tidak ada bukti risiko pada trimester berikutnya).","Interaksi Obat
Berikut adalah beberapa interaksi obat yang umumnya terjadi saat penggunaan Memucil:"
"Obat Batuk, Pilek, dan Flu",Medistein,Medistein digunakan untuk mengobati batuk dan pilek.,"Cara Penyimpanan
Simpan pada suhu 25 derajat Celcius.",Kontraindikasi,Efek samping penggunaan Medistein yang mungkin terjadi adalah:
"Obat Batuk, Pilek, dan Flu",Longatin,Longatin adalah obat yang mengandung noscapine. Obat ini digunakan untuk meredakan batuk.,Fungsi obat Longatin adalah untuk meredakan keluhan batuk.,"Secara umum, penggunaan obat Longatin adalah sebagai berikut:","Longatin 25 mg merupakan obat bebas terbatas, sedangkan Longatin 50 mg adalah golongan obat keras. Penggunaan Longatin 50 mg harus berdasarkan resep dokter."
"Obat Batuk, Pilek, dan Flu",Lodecon,"Anda alami gejala flu, seperti pilek dan batuk? Coba minum Lodecon. Kandungan dextromethorphan di dalamnya ampuh atasi keluhan flu dan batuk",Artikel Lainnya: Inilah Faktor Penyebab Flu Lama Sembuh,Aturan penggunaan obat Lodecon adalah sebagai berikut.,"Lodecon bermanfaat untuk mengatasi demam, gejala flu, dan batuk."
"Obat Batuk, Pilek, dan Flu",Licodril DMP,Licodril DMP digunakan untuk membantu mengobati batuk berdahak dan batuk yang disebabkan oleh alergi.,Kontraindikasi:,"Kategori kehamilan:
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengategorikan Licodril DMP ke dalam Kategori C:
Studi pada hewan telah menunjukkan efek buruk pada janin (teratogenik atau embriosidal atau lainnya) dan tidak ada studi terkontrol pada wanita atau studi pada wanita dan hewan tidak tersedia. Obat diberikan hanya jika manfaat yang yang diperoleh lebih besar dari potensi risiko pada janin.",Interaksi obat:
"Obat Batuk, Pilek, dan Flu",Licodril,Licodril digunakan untuk membantu mengobati batuk berdahak dan batuk yang disebabkan oleh alergi.,Kontraindikasi:,"Kategori kehamilan:
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengategorikan Licodril ke dalam Kategori C:
Studi pada hewan telah menunjukkan efek buruk pada janin (teratogenik atau embriosidal atau lainnya) dan tidak ada studi terkontrol pada wanita atau studi pada wanita dan hewan tidak tersedia. Obat diberikan hanya jika manfaat yang yang diperoleh lebih besar dari potensi risiko pada janin.",Interaksi obat:
"Obat Batuk, Pilek, dan Flu",Librofed,Librofed digunakan untuk mengatasi hidung tersumbat dan alergi.,Efek samping yang mungkin terjadi adalah:,"Interaksi Obat
Penggunaan bersama antidepresan tipe penghambat MAO dapat mengakibatkan krisis hipertensi.","Kontraindikasi
Tidak boleh di berikan pada pasien yang hipersensitif."
"Obat Batuk, Pilek, dan Flu",Levopront,Levopront digunakan sebagai pereda batuk.,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:",Efek samping yang mungkin muncul adalah
"Obat Batuk, Pilek, dan Flu",Laserin,"Laserin adalah obat yang digunakan untuk membantu meredakan batuk, sekaligus melegakan tenggorokan. Cari tahu informasinya di sini.","Tersedia dalam varian Laserin, Laserin Madu, dan Laserin Plus, berikut penjelasan selengkapnya.","Manfaat Laserin adalah membantu meredakan batuk, mengencerkan dahak, serta mengeluarkan dahak.",Artikel lainnya: Cara Praktis Meredakan Batuk Kering
"Obat Batuk, Pilek, dan Flu",Lapisiv-T,"Lapisiv-T adalah obat dengan kandungan glyceryl guaiacolate, dextromethorphan dan diphenhydramine yang bermanfaat untuk meringankan gejala batuk dan pilek yang disertai alergi.","Lapisiv-T bermanfaat untuk mengatasi gejala batuk dan pilekyang disertai alergi, antara lain :",Tujuan: batuk pilek disertai alergi,Lapisiv-T tergolong obat bebas terbatas gunakan obat sesuai petunjuk. Berikut adalah aturan minum dan dosis penggunaan Lapisiv-T secara umum:
"Obat Batuk, Pilek, dan Flu",Lapisiv,Lapisiv digunakan untuk meredakan batuk dan pilek yang di sertai dengan alergi.,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi
Hindari penggunaan Lapisiv pada pasien:",Efek samping yang mungkin timbul adalah:
"Obat Batuk, Pilek, dan Flu",Lapimuc,"Lapimuc digunakan untuk mengobati eksaserbasi bronkitis kronis, asma bronkitis, dan asma bronkial.",Efek samping yang mungkin timbul adalah:,"Interaksi Obat
Dapat meningkatkan konsentrasi antibiotik (misalnya cefuroxime, doxycycline, erythromycin, amoxicillin) di jaringan paru-paru.","Kontraindikasi
Tidak boleh diberikan pada pasien yang hipersensitif."
"Obat Batuk, Pilek, dan Flu",Lapifed Expectorant,Lapifed Expectorant adalah obat yang digunakan untuk mengatasi batuk berdahak dan pilek.,Lapifed Expectorant digunakan untuk mengobati batuk berdahak dan pilek.,"Efek samping yang mungkin terjadi selama penggunaan Lapifed Expectorant, yaitu:",Simpan pada suhu di bawah 25 derajat Celsius.
"Obat Batuk, Pilek, dan Flu",Lapifed DM,"Lapifed DM adalah obat untuk meredakan batuk kering yang disertai dengan demam, bersin-bersin, dan hidung tersumbat.","Sebelum penggunaan, perhatikan keterangan obat Lapifed DM berikut:","Artikel Lainnya: Ayah Pulang Kerja Langsung Gendong Bayi, Tularkan 5 Penyakit Ini","Lapifed DM digunakan untuk meredakan batuk kering yang disertai dengan demam, bersin-bersin, dan hidung tersumbat."
"Obat Batuk, Pilek, dan Flu",Lapifed,Lapifed adalah obat untuk mengatasi gejala batuk dan pilek. Apa saja kandungan Lapifed? Adakah efek samping dari Lapifed?,Simak penjelasan lengkap seputar obat Lapifed di bawah ini.,"Lapifed digunakan untuk meredakan beberapa gejala flu, seperti:",Artikel lainnya: Tanda Kamu Mengalami Sinusitis
"Obat Batuk, Pilek, dan Flu",Lactrin,Lactrin adalah obat untuk meredakan batuk berdahak akibat gangguan saluran pernapasan akut dan kronis.,Lactrin digunakan untuk menangani batuk berdahak akibat gangguan saluran pernapasan akut dan kronis.,Lactrin merupakan obat keras sehingga harus sesuai dengan resep dokter.,Artikel Lainnya: Cara Aman untuk Mengatasi Susah Mengeluarkan Dahak
"Obat Batuk, Pilek, dan Flu",Lactamam,Lactamam digunakan untuk membantu meningkatkan produksi ASI pada ibu menyusui.,Aturan minum: diminum 3 x sehari 2-3 kaplet. Boleh diberikan sebelum atau sesudah makan.,"Efek samping yang mungkin terjadi selama pengunaan Lactamam, antara lain:","Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius, serta terlindung dari cahaya dan kelembaban."
"Obat Batuk, Pilek, dan Flu",Lacoldin,Lacoldin adalah obat yang diindikasikan untuk membantu meredakan gejala flu.,"Lacoldin digunakan untuk membantu meredakan gejala flu, seperti demam, pilek, sakit kepala, hidung tersumbat, dan bersin-bersin yang disertai batuk.",Artikel Lainnya: Kenali Perbedaan Batuk TBC dan Batuk Biasa,"Obat Lacoldin mengandung paracetamol, phenylpropanolamine HCl, dextromethorphan HBr, dan chlorpheniramine maleate. Kandungan tersebut memberikan manfaat sebagai berikut:"
"Obat Batuk, Pilek, dan Flu",L-Acys,"L-Acys dapat digunakan untuk mengencerkan dahak, mengobati penyakit bronkial dan paru dengan lendir kental.","Efek samping yang mungkin terjadi selama penggunaan L-Acys, antara lain:","Kategori Kehamilan
Badan Pengawas Obat dan Makanan Amerika Serikat (FDA) mengategorikan L-Acys ke dalam Kategori B:
Studi pada reproduksi hewan tidak menunjukkan risiko janin, tetapi tidak ada studi terkontrol pada wanita hamil atau studi reproduksi hewan telah menunjukkan efek buruk (selain penurunan kesuburan) yang tidak dikonfirmasi dalam studi terkontrol pada wanita hamil trimester pertama (dan tidak ada bukti risiko pada trimester berikutnya).","Interaksi Obat
Berikut adalah beberapa Interaksi obat yang umumnya terjadi saat penggunaan L-Acys:"
"Obat Batuk, Pilek, dan Flu",Kontrabat,"Kontrabat digunakan untuk meredakan gejala flu, seperti: demam, dan hidung tersumbat yang di sertai dengan batuk.",Efek samping penggunaan Kontrabat yang mungkin terjadi adalah:,"Interaksi Obat
Krisis hipertensi jika diberikan bersama obat golongan MAOI.","Kontraindikasi
Hindari penggunaan pada pasien dengan kondisi:"
"Obat Batuk, Pilek, dan Flu",Konidin,"Konidin digunakan untuk membantu meringankan batuk, batuk berdahak (basah) maupun tidak berdahak (kering).",Efek samping penggunaan Konidin yang mungkin terjadi adalah:,Interaksi Obat,"Kontraindikasi
Tidak boleh di berikan pada pasien yang memiliki riwayat penyakit asma, emfisema atau kondisi lain di mana batuk persisten atau kronis terjadi, bronkitis."
"Obat Batuk, Pilek, dan Flu",Komix Lo Han Kuo,Komix Lo Han Kuo digunakan untuk membantu meredakan gejala panas dalam yang disertai batuk dan membantu melegakan tenggorokan.,"Cara Penyimpanan
Simpan pada suhu dibawah 30 derajat Celcius.","Kontraindikasi
Tidak boleh diberikan pada pasien yang hipersensitif terhadap salah satu komposisi dari Komix Lo Han Kuo.",Belum ada efek samping yang dilaporkan
"Obat Batuk, Pilek, dan Flu",Komix Herbal,Komix Herbal adalah obat batuk dengan kandungan bahan-bahan alami. Bagaimana aturan minum Komix Herbal? Kita simak di sini.,Manfaat Komix Herbal adalah membantu meringankan batuk berdahak.,Tujuan: meringankan gejala batuk berdahak,Berikut ini rekomendasi dosis penggunaan Komix Herbal.
"Obat Batuk, Pilek, dan Flu",Komix,"Flu dan batuk perlu penanganan dan obat yang tepat. Anda bisa mencoba Komix. Simak komposisi, dosis, dan efek sampingnya di sini.","Flu disertai batuk adalah salah satu penyakit “langganan” saat musim pancaroba. Kondisi itu tentu bisa mengganggu aktivitas Anda, bukan?","Apakah Anda salah satunya? Jika iya, minum Komix bisa menjadi solusinya. Obat apa itu? Mari kita bahas.","Walau gejala flu dan batuk bisa mereda dengan istirahat yang cukup, beberapa orang diharuskan untuk tetap beraktivitas saat sakit."
"Obat Batuk, Pilek, dan Flu",Kaloba,"Kaloba adalah obat yang digunakan untuk meredakan batuk, sakit tenggorokan, dan gejala selesma.","Kaloba digunakan untuk membantu meringankan batuk, sakit tenggorokan, dan gejala selesma.",Simpan pada suhu 25-30 derajat Celsius.,Artikel Lainnya: Ragam Olahraga yang Aman untuk Penderita Bronkitis
"Obat Batuk, Pilek, dan Flu",Itrabat,"Itrabat adalah sediaan obat sirup untuk meringankan batuk yang disertai dahak karena alergi, simak selengkapnya dibawah ini!","Itrabat adalah obat bebas terbatas dengan logo lingkaran biru (dapat dibeli tanpa resep dokter). Walaupun dapat dibeli secara bebas, tetap konsultasikan penggunaan obat dengan apoteker. Selain itu, ada beberapa hal yang perlu diperhatikan saat menggunakan obat ini. Apa saja? Simak penjelasannya di bawah ini.",Obat Itrabat digunakan untuk meredakan dan meringankan batuk yang disertai dahak karena alergi.,Artikel lainnya: 11 Makanan dan Minuman yang Harus Dihindari Saat Batuk
"Obat Batuk, Pilek, dan Flu",Iphadryl,"Iphadryl digunakan untuk mengatasi kondisi alergi, mengendalikan gejala penyakit Parkinson, mengobati dan mencegah mabuk perjalanan.",Efek samping penggunaan Iphadryl yang mungkin terjadi adalah:,Interaksi Obat,"Kontraindikasi
Tidak boleh diberikan pada pasien dengan kondisi:"
"Obat Batuk, Pilek, dan Flu",Intunal,Sedang mencari obat batuk dan pilek? Anda bisa memilih Intunal. Apa sajakah kandungan obat Intunal? Kita cari tahu di artikel ini.,"Kandungan lainnya, dextromethorphan dan glyceryl guaiacolate, bermanfaat untuk mengurangi frekuensi batuk.","Simak penjelasan obat Intunal yang tersedia dalam kemasan tablet, kaplet, dan sirup berikut.","Kombinasi kandungan Intunal tersebut cocok untuk menangani gejala flu, batuk, serta demam."
"Obat Batuk, Pilek, dan Flu",Interpec,Interpec digunakan sebagai obat yang membantu mengencerkan dahak.,"Cara Penyimpanan
Simpan pada suhu di bawah 25 derajat Celcius.","Kontraindikasi
Pasien yang memiliki riwayat hipersensitif terhadap salah satu komposisi dari Interpec.","Efek samping yang mungkin terjadi selama pengunaan Interpec, yaitu adanya gangguan gastrointestinal seperti mual, muntah, diare, pencernaan yang terganggu, mulas, mulut kering atau tenggorokan, perubahan selera makan."
"Obat Batuk, Pilek, dan Flu",Inadryl,"Inadryl Sirup digunakan sebagai Obat mengatasi batuk, pilek dan alergi.","Cara Penyimpanan
Simpan pada suhu di bawah 30 derajat Celcius.","Kontraindikasi
Hindari pemberian kepada pasien dengan kondisi:",Efek samping penggunaan Inadryl yang mungkin terjadi adalah:
